年度,チーム,,投　手,登板,勝利,敗北,セ｜ブ,ホ｜ル,ＨＰ,完投,完封勝,無四球,勝率,打者,投球回,,安打,本塁打,四球,故意四,死球,三振,暴投,ボ｜ク,失点,自責点,防御率
2018,横浜DeNAベイスターズ,,飯塚　悟史,9,1,6,0,0,0,0,0,0,0.143,198,43,0.2,52,8,23,3,1,34,1,0,24,23,4.74
2018,横浜DeNAベイスターズ,*,石田　健大,23,3,7,0,0,2,0,0,0,0.3,408,92,0.1,95,16,34,4,5,87,2,0,62,51,4.97
2018,横浜DeNAベイスターズ,,井納　翔一,24,6,3,1,8,10,0,0,0,0.667,256,61,,60,5,16,2,2,44,2,0,27,24,3.54
2018,横浜DeNAベイスターズ,*,今永　昇太,23,4,11,0,4,5,1,0,0,0.267,402,84,0.2,108,18,38,6,4,80,6,0,77,64,6.8
2018,横浜DeNAベイスターズ,,ウィーランド,16,4,9,0,0,0,0,0,0,0.308,410,92,,108,16,31,3,5,82,1,1,59,51,4.99
2018,横浜DeNAベイスターズ,*,エスコバー,53,4,3,0,13,17,0,0,0,0.571,223,53,,47,4,22,3,2,54,0,0,24,21,3.57
2018,横浜DeNAベイスターズ,,加賀　繁,9,0,0,0,1,1,0,0,0,0,43,10,,14,2,0,0,0,9,0,0,9,9,8.1
2018,横浜DeNAベイスターズ,,笠井　崇正,2,0,0,0,0,0,0,0,0,0,12,3,,0,0,4,1,0,3,0,0,0,0,0
2018,横浜DeNAベイスターズ,,京山　将弥,13,6,6,0,0,1,0,0,0,0.5,267,59,,67,10,33,0,1,42,1,0,38,37,5.64
2018,横浜DeNAベイスターズ,,国吉　佑樹,13,0,0,0,1,1,0,0,0,0,75,16,0.2,17,2,9,0,0,15,1,0,9,9,4.86
2018,横浜DeNAベイスターズ,,須田　幸太,10,0,0,0,2,2,0,0,0,0,44,10,0.2,10,3,3,1,0,4,0,0,9,9,7.59
2018,横浜DeNAベイスターズ,*,砂田　毅樹,70,0,2,0,24,24,0,0,0,0,227,52,0.1,44,4,25,6,5,44,0,0,22,21,3.61
2018,横浜DeNAベイスターズ,,平良　拳太郎,13,5,3,0,0,0,0,0,0,0.625,284,67,,65,9,29,2,0,53,2,0,29,26,3.49
2018,横浜DeNAベイスターズ,*,田中　健二朗,11,1,1,0,0,1,0,0,0,0.5,54,12,0.1,14,2,6,1,0,14,0,0,9,9,6.57
2018,横浜DeNAベイスターズ,,田村　丈,1,0,0,0,0,0,0,0,0,0,6,1,,3,0,0,0,0,0,0,0,2,2,18
2018,横浜DeNAベイスターズ,*,中後　悠平,8,0,0,0,1,1,0,0,0,0,35,7,0.1,7,0,6,0,1,4,1,0,3,3,3.68
2018,横浜DeNAベイスターズ,,パットン,58,5,1,0,33,38,0,0,0,0.833,235,56,,53,3,16,4,3,67,0,0,16,16,2.57
2018,横浜DeNAベイスターズ,,バリオス,14,2,5,0,0,0,0,0,0,0.286,228,54,,52,1,12,0,2,39,2,1,23,20,3.33
2018,横浜DeNAベイスターズ,*,濵口　遥大,19,4,5,0,1,1,0,0,0,0.444,416,94,0.2,92,9,48,2,3,97,6,0,42,41,3.9
2018,横浜DeNAベイスターズ,,平田　真吾,17,0,0,0,0,0,0,0,0,0,116,25,0.2,35,3,6,0,0,27,0,0,19,19,6.66
2018,横浜DeNAベイスターズ,,藤岡　好明,15,1,0,0,1,2,0,0,0,1,67,14,0.2,15,1,5,1,2,9,0,0,10,10,6.14
2018,横浜DeNAベイスターズ,,三上　朋也,65,1,1,0,25,26,0,0,0,0.5,239,56,,55,3,20,4,3,40,2,0,19,19,3.05
2018,横浜DeNAベイスターズ,,三嶋　一輝,60,7,2,0,15,22,0,0,0,0.778,292,68,,61,8,31,7,2,82,6,0,30,30,3.97
2018,横浜DeNAベイスターズ,,武藤　祐太,20,0,0,0,4,4,0,0,0,0,101,23,0.2,20,4,12,1,2,15,1,0,17,17,6.46
2018,横浜DeNAベイスターズ,,山﨑　康晃,57,2,4,37,3,5,0,0,0,0.333,226,56,0.1,40,5,18,3,1,63,1,0,18,17,2.72
2018,東京ヤクルトスワローズ,,秋吉　亮,35,2,2,0,6,8,0,0,0,0.5,166,38,0.1,40,5,12,4,2,24,0,0,20,18,4.23
2018,東京ヤクルトスワローズ,*,石川　雅規,22,7,6,0,0,0,0,0,0,0.538,488,110,0.2,121,19,41,1,4,78,2,0,70,60,4.88
2018,東京ヤクルトスワローズ,,石山　泰稚,71,3,2,35,7,10,0,0,0,0.6,296,73,0.2,63,6,15,2,2,62,0,0,19,17,2.08
2018,東京ヤクルトスワローズ,,ウルキデス,5,0,0,0,0,0,0,0,0,0,24,5,0.1,6,0,1,0,0,4,0,0,5,3,5.06
2018,東京ヤクルトスワローズ,,梅野　雄吾,29,3,2,0,10,13,0,0,0,0.6,128,26,0.2,27,5,22,1,3,25,1,0,22,21,7.09
2018,東京ヤクルトスワローズ,,大下　佑馬,25,2,1,0,5,7,0,0,0,0.667,171,43,0.2,31,6,9,0,3,35,3,0,17,15,3.09
2018,東京ヤクルトスワローズ,,小川　泰弘,18,8,5,0,0,0,0,0,0,0.615,450,108,,109,9,24,2,1,94,1,0,36,33,2.75
2018,東京ヤクルトスワローズ,,カラシティー,32,7,3,3,1,6,0,0,0,0.7,420,94,0.2,89,7,43,1,4,73,7,0,53,44,4.18
2018,東京ヤクルトスワローズ,,風張　蓮,53,2,4,0,4,6,0,0,0,0.333,241,57,0.2,48,11,22,0,1,61,4,0,30,28,4.37
2018,東京ヤクルトスワローズ,,近藤　一樹,74,7,4,2,35,42,0,0,0,0.636,334,76,0.2,74,8,31,2,2,75,5,0,37,31,3.64
2018,東京ヤクルトスワローズ,*,高橋　奎二,3,1,1,0,0,0,0,0,0,0.5,69,15,,14,4,8,0,2,20,0,0,10,5,3
2018,東京ヤクルトスワローズ,,田川　賢吾,1,0,0,0,0,0,0,0,0,0,4,1,,0,0,1,0,0,1,0,0,0,0,0
2018,東京ヤクルトスワローズ,,館山　昌平,5,0,4,0,0,0,0,0,0,0,97,19,0.2,30,2,10,0,2,13,0,0,19,15,6.86
2018,東京ヤクルトスワローズ,*,寺島　成輝,1,0,1,0,0,0,0,0,0,0,13,2,,4,1,4,0,0,2,0,0,6,6,27
2018,東京ヤクルトスワローズ,*,中尾　輝,54,7,3,0,12,19,0,0,0,0.7,248,54,,53,5,33,4,1,56,7,0,25,21,3.5
2018,東京ヤクルトスワローズ,*,中澤　雅人,37,0,0,0,11,11,0,0,0,0,128,28,0.2,34,4,6,0,2,24,1,0,22,22,6.91
2018,東京ヤクルトスワローズ,,沼田　拓巳,1,0,0,0,0,0,0,0,0,0,5,1,,2,0,0,0,0,1,0,0,1,1,9
2018,東京ヤクルトスワローズ,*,ハフ,35,3,6,0,7,9,0,0,0,0.333,411,94,0.1,105,13,27,2,4,78,0,0,54,51,4.87
2018,東京ヤクルトスワローズ,,原　樹理,30,6,7,0,1,2,2,1,1,0.462,461,110,0.2,102,3,31,0,3,93,5,0,48,38,3.09
2018,東京ヤクルトスワローズ,,ブキャナン,28,10,11,0,0,0,2,1,1,0.476,751,174,0.1,186,17,53,4,10,95,3,0,85,78,4.03
2018,東京ヤクルトスワローズ,,古野　正人,2,1,1,0,0,0,0,0,0,0.5,40,9,,12,2,1,0,0,4,2,0,6,5,5
2018,東京ヤクルトスワローズ,,星　知弥,18,2,0,0,0,1,0,0,0,1,136,31,0.1,24,5,21,0,0,23,0,0,14,14,4.02
2018,東京ヤクルトスワローズ,,松岡　健一,14,1,0,0,0,1,0,0,0,1,73,14,0.2,16,1,9,0,2,14,2,0,11,8,4.91
2018,東京ヤクルトスワローズ,*,村中　恭兵,3,0,0,0,0,0,0,0,0,0,16,2,,4,1,5,0,1,3,1,0,7,7,31.5
2018,東京ヤクルトスワローズ,*,山田　大樹,2,0,1,0,0,0,0,0,0,0,33,5,0.2,10,2,4,0,1,3,0,0,11,10,15.88
2018,東京ヤクルトスワローズ,,山中　浩史,11,2,0,0,1,1,0,0,0,1,163,37,0.1,43,2,10,1,2,20,0,0,18,15,3.62
2018,東京ヤクルトスワローズ,,山本　哲哉,4,0,0,0,0,0,0,0,0,0,19,4,,5,1,1,0,0,0,0,0,2,2,4.5
2018,東京ヤクルトスワローズ,,由規,7,1,2,0,0,0,0,0,0,0.333,155,34,0.1,34,4,20,0,1,37,1,0,17,17,4.46
2018,福岡ソフトバンクホークス,*,飯田　優也,1,0,0,0,0,0,0,0,0,0,3,0,0.1,0,0,1,0,1,0,0,0,2,2,54
2018,福岡ソフトバンクホークス,,五十嵐　亮太,23,0,1,0,2,2,0,0,0,0,94,20,,23,2,11,0,0,14,2,0,11,10,4.5
2018,福岡ソフトバンクホークス,,石川　柊太,42,13,6,0,6,12,0,0,0,0.684,541,127,0.1,115,20,43,0,13,96,4,0,55,51,3.6
2018,福岡ソフトバンクホークス,,岩嵜　翔,2,1,0,0,1,2,0,0,0,1,5,2,,0,0,0,0,0,2,0,0,0,0,0
2018,福岡ソフトバンクホークス,*,大竹　耕太郎,11,3,2,0,0,0,0,0,0,0.6,197,48,0.2,45,6,13,0,1,36,0,0,21,21,3.88
2018,福岡ソフトバンクホークス,,岡本　健,23,1,0,0,0,1,0,0,0,1,156,38,0.1,37,3,15,0,0,21,2,0,13,13,3.05
2018,福岡ソフトバンクホークス,*,笠原　大芽,1,0,0,0,0,0,0,0,0,0,6,1,,2,0,0,0,1,0,0,0,1,1,9
2018,福岡ソフトバンクホークス,*,笠谷　俊介,9,0,1,0,0,0,0,0,0,0,39,7,0.2,11,1,6,0,0,4,1,0,6,6,7.04
2018,福岡ソフトバンクホークス,,加治屋　蓮,72,4,3,0,31,35,0,0,0,0.571,284,66,0.2,67,5,25,5,4,53,3,0,25,25,3.38
2018,福岡ソフトバンクホークス,*,嘉弥真　新也,67,2,1,0,25,27,0,0,0,0.667,129,33,,17,3,11,1,2,28,0,0,11,9,2.45
2018,福岡ソフトバンクホークス,,サファテ,6,1,0,5,0,1,0,0,0,1,25,6,,4,0,3,0,0,9,0,0,2,2,3
2018,福岡ソフトバンクホークス,,椎野　新,1,0,0,0,0,0,0,0,0,0,8,2,,2,1,0,0,0,1,0,0,2,2,9
2018,福岡ソフトバンクホークス,,スアレス,11,1,1,0,3,4,0,0,0,0.5,51,10,,15,1,5,0,1,10,0,0,7,7,6.3
2018,福岡ソフトバンクホークス,,攝津　正,7,2,4,0,0,0,0,0,0,0.333,134,29,0.2,28,7,18,0,1,23,0,0,19,17,5.16
2018,福岡ソフトバンクホークス,,千賀　滉大,22,13,7,0,0,0,1,1,1,0.65,584,141,,116,21,58,0,5,163,5,0,57,55,3.51
2018,福岡ソフトバンクホークス,,高橋　礼,12,0,1,0,0,0,0,0,0,0,123,30,,23,2,13,0,4,15,0,0,10,10,3
2018,福岡ソフトバンクホークス,,武田　翔太,27,4,9,1,0,1,3,3,0,0.308,522,124,0.2,123,11,37,0,1,87,1,0,67,62,4.48
2018,福岡ソフトバンクホークス,,田中　正義,10,0,1,0,0,0,0,0,0,0,64,13,0.2,18,6,6,0,0,15,0,0,13,13,8.56
2018,福岡ソフトバンクホークス,,寺原　隼人,21,0,0,0,4,4,0,0,0,0,123,26,0.1,25,1,18,0,3,20,0,0,8,7,2.39
2018,福岡ソフトバンクホークス,,中田　賢一,23,5,3,0,0,1,0,0,0,0.625,410,91,0.2,87,13,57,0,3,79,5,1,54,53,5.2
2018,福岡ソフトバンクホークス,,二保　旭,35,1,0,1,4,5,0,0,0,1,144,30,0.1,33,3,19,1,6,17,2,0,19,18,5.34
2018,福岡ソフトバンクホークス,,バンデンハーク,23,10,7,0,0,0,0,0,0,0.588,585,138,,113,21,61,2,10,127,2,0,68,66,4.3
2018,福岡ソフトバンクホークス,,東浜　巨,17,7,5,0,0,0,2,0,0,0.583,425,103,,91,15,32,0,3,83,1,0,42,38,3.32
2018,福岡ソフトバンクホークス,,松田　遼馬,2,0,0,0,0,0,0,0,0,0,14,3,,2,0,3,0,0,6,0,0,2,2,6
2018,福岡ソフトバンクホークス,,松本　裕樹,6,1,2,0,0,0,0,0,0,0.333,124,28,0.2,25,5,14,0,1,20,0,1,11,11,3.45
2018,福岡ソフトバンクホークス,*,ミランダ,8,6,1,0,0,0,0,0,0,0.857,191,47,0.2,28,3,27,1,0,40,0,0,10,10,1.89
2018,福岡ソフトバンクホークス,*,モイネロ,49,5,1,0,13,18,0,0,0,0.833,190,45,0.2,31,6,24,0,1,57,1,0,23,23,4.53
2018,福岡ソフトバンクホークス,,森　唯斗,66,2,4,37,6,8,0,0,0,0.333,252,61,0.1,51,7,19,1,2,61,0,0,20,19,2.79
2018,千葉ロッテマリーンズ,,阿部　和成,5,0,1,0,0,0,0,0,0,0,21,4,,4,0,4,1,0,2,0,0,3,1,2.25
2018,千葉ロッテマリーンズ,,有吉　優樹,29,6,5,0,2,2,0,0,0,0.545,462,106,,118,15,31,1,4,54,2,0,50,44,3.74
2018,千葉ロッテマリーンズ,,石川　歩,21,9,8,0,0,0,1,0,0,0.529,559,133,0.1,137,15,29,1,3,77,0,0,61,58,3.92
2018,千葉ロッテマリーンズ,,岩下　大輝,18,1,3,0,6,6,0,0,0,0.25,117,25,0.2,28,0,13,0,1,17,1,0,14,13,4.56
2018,千葉ロッテマリーンズ,,内　竜也,58,3,5,26,7,10,0,0,0,0.375,241,58,0.2,51,5,19,4,1,54,2,0,25,25,3.84
2018,千葉ロッテマリーンズ,*,オルモス,2,0,2,0,0,0,0,0,0,0,33,7,,9,0,6,0,0,5,1,0,9,6,7.71
2018,千葉ロッテマリーンズ,,大谷　智久,45,1,3,0,18,19,0,0,0,0.25,191,41,0.2,50,9,17,3,1,36,2,0,25,25,5.4
2018,千葉ロッテマリーンズ,*,大隣　憲司,2,0,2,0,0,0,0,0,0,0,14,1,0.2,8,2,0,0,0,0,0,0,8,7,37.8
2018,千葉ロッテマリーンズ,,唐川　侑己,25,1,3,0,4,4,0,0,0,0.25,188,47,0.2,43,5,10,1,1,31,0,0,17,15,2.83
2018,千葉ロッテマリーンズ,,酒居　知史,15,2,6,0,0,0,0,0,0,0.25,373,83,0.2,91,12,35,0,4,55,0,2,57,52,5.59
2018,千葉ロッテマリーンズ,,シェッパーズ,25,1,3,1,9,9,0,0,0,0.25,171,37,0.2,45,2,17,2,2,34,0,0,21,19,4.54
2018,千葉ロッテマリーンズ,,関谷　亮太,2,0,0,0,0,0,0,0,0,0,21,5,,5,0,1,0,0,2,0,0,3,3,5.4
2018,千葉ロッテマリーンズ,,高野　圭佑,17,1,0,0,0,1,0,0,0,1,73,17,0.1,23,1,4,0,0,10,1,0,8,8,4.15
2018,千葉ロッテマリーンズ,,田中　靖洋,32,2,1,0,5,7,0,0,0,0.667,113,26,0.1,27,3,5,3,1,16,1,0,13,13,4.44
2018,千葉ロッテマリーンズ,,種市　篤暉,7,0,4,0,0,0,1,0,0,0,169,38,0.1,42,5,13,0,1,28,4,0,28,26,6.1
2018,千葉ロッテマリーンズ,*,チェン・グァンユウ,24,0,1,0,1,1,0,0,0,0,178,41,0.1,40,6,20,0,0,27,0,0,20,18,3.92
2018,千葉ロッテマリーンズ,,東條　大樹,11,0,0,0,2,2,0,0,0,0,42,11,0.2,6,2,4,0,0,10,0,0,2,2,1.54
2018,千葉ロッテマリーンズ,*,土肥　星也,6,2,1,0,0,0,0,0,0,0.667,125,28,0.1,30,4,16,1,0,16,3,0,16,16,5.08
2018,千葉ロッテマリーンズ,*,永野　将司,4,0,0,0,0,0,0,0,0,0,15,4,,1,0,4,0,0,3,0,0,0,0,0
2018,千葉ロッテマリーンズ,*,成田　翔,5,0,0,0,0,0,0,0,0,0,17,4,,3,0,2,0,0,1,1,0,2,2,4.5
2018,千葉ロッテマリーンズ,,西野　勇士,14,0,0,0,0,0,0,0,0,0,75,16,,20,2,6,0,0,19,2,0,12,11,6.19
2018,千葉ロッテマリーンズ,,二木　康太,16,4,7,0,0,0,3,1,0,0.364,416,100,0.2,90,9,35,1,2,90,4,0,49,44,3.93
2018,千葉ロッテマリーンズ,,ボルシンガー,20,13,2,0,0,0,2,1,0,0.867,477,117,0.2,100,7,43,1,1,84,0,0,44,40,3.06
2018,千葉ロッテマリーンズ,,益田　直也,70,2,6,3,17,19,0,0,0,0.25,264,64,0.1,44,6,27,1,3,61,2,0,26,22,3.08
2018,千葉ロッテマリーンズ,*,松永　昂大,60,2,5,0,26,28,0,0,0,0.286,172,40,,40,1,18,1,2,35,0,0,15,14,3.15
2018,千葉ロッテマリーンズ,,南　昌輝,35,2,2,0,6,8,0,0,0,0.5,152,33,,37,0,17,3,1,29,2,0,13,11,3
2018,千葉ロッテマリーンズ,*,山本　大貴,1,0,1,0,0,0,0,0,0,0,17,3,,5,0,4,0,0,1,0,0,4,2,6
2018,千葉ロッテマリーンズ,,涌井　秀章,22,7,9,0,0,0,1,1,0,0.438,629,150,0.2,155,16,43,4,2,99,3,0,65,62,3.7
2018,千葉ロッテマリーンズ,,渡邉　啓太,6,0,1,0,0,0,0,0,0,0,129,28,,37,2,10,0,0,12,2,0,18,15,4.82
2018,東北楽天ゴールデンイーグルス,,青山　浩二,52,4,1,0,26,30,0,0,0,0.8,200,48,0.2,35,2,21,2,4,37,1,0,11,10,1.85
2018,東北楽天ゴールデンイーグルス,,安樂　智大,2,0,2,0,0,0,0,0,0,0,43,8,,14,1,2,0,1,2,0,0,10,9,10.13
2018,東北楽天ゴールデンイーグルス,,池田　隆英,15,1,5,0,4,4,0,0,0,0.167,206,42,0.2,60,4,21,2,0,24,5,0,33,28,5.91
2018,東北楽天ゴールデンイーグルス,,小野　郁,9,0,1,0,0,0,0,0,0,0,42,10,0.1,9,1,4,0,2,9,0,0,4,4,3.48
2018,東北楽天ゴールデンイーグルス,,釜田　佳直,12,0,0,0,1,1,0,0,0,0,67,12,0.2,14,1,14,2,2,9,2,0,12,12,8.53
2018,東北楽天ゴールデンイーグルス,*,辛島　航,23,4,9,1,0,0,0,0,0,0.308,508,117,0.2,120,12,46,1,7,99,3,0,55,53,4.05
2018,東北楽天ゴールデンイーグルス,,菊池　保則,3,0,0,0,0,0,0,0,0,0,55,13,,11,1,4,0,1,15,0,0,2,2,1.38
2018,東北楽天ゴールデンイーグルス,,岸　孝之,23,11,4,0,0,0,4,1,1,0.733,625,159,,127,21,29,3,8,159,3,0,52,48,2.72
2018,東北楽天ゴールデンイーグルス,,久保　裕也,25,1,0,1,3,4,0,0,0,1,112,26,0.1,22,4,11,1,1,18,2,0,6,5,1.71
2018,東北楽天ゴールデンイーグルス,,近藤　弘樹,9,0,2,0,0,0,0,0,0,0,130,29,,35,5,9,1,1,15,4,0,22,22,6.83
2018,東北楽天ゴールデンイーグルス,,今野　龍太,3,0,0,0,0,0,0,0,0,0,22,5,,4,0,4,1,0,6,0,0,1,1,1.8
2018,東北楽天ゴールデンイーグルス,*,塩見　貴洋,11,2,3,0,0,0,1,0,1,0.4,278,68,0.1,71,8,8,0,2,53,0,0,30,27,3.56
2018,東北楽天ゴールデンイーグルス,,菅原　秀,16,0,0,0,0,0,0,0,0,0,101,23,0.1,22,5,13,0,0,17,0,0,20,19,7.33
2018,東北楽天ゴールデンイーグルス,,宋　家豪,40,5,3,0,6,11,0,0,0,0.625,167,41,0.2,26,5,21,5,0,38,0,0,9,8,1.73
2018,東北楽天ゴールデンイーグルス,*,高梨　雄平,70,1,4,1,16,17,0,0,0,0.2,212,48,,38,1,23,4,6,53,0,0,21,13,2.44
2018,東北楽天ゴールデンイーグルス,,戸村　健次,2,0,0,0,0,0,0,0,0,0,7,1,,3,1,1,0,0,0,0,0,2,2,18
2018,東北楽天ゴールデンイーグルス,,西口　直人,1,0,0,0,0,0,0,0,0,0,29,7,0.2,5,1,1,0,0,3,0,0,2,2,2.35
2018,東北楽天ゴールデンイーグルス,*,西宮　悠介,7,0,0,0,1,1,0,0,0,0,41,9,0.1,7,1,9,0,1,10,2,0,4,4,3.86
2018,東北楽天ゴールデンイーグルス,,則本　昂大,27,10,11,0,0,1,4,1,0,0.476,759,180,0.1,171,18,51,2,3,187,5,0,78,74,3.69
2018,東北楽天ゴールデンイーグルス,,ハーマン,47,2,3,18,12,14,0,0,0,0.4,183,45,0.1,36,2,17,2,2,44,4,0,13,10,1.99
2018,東北楽天ゴールデンイーグルス,*,濱矢　廣大,7,0,0,0,0,0,0,0,0,0,41,9,0.2,9,1,4,0,0,8,0,0,4,4,3.72
2018,東北楽天ゴールデンイーグルス,,福山　博之,21,1,2,0,3,4,0,0,0,0.333,100,21,0.1,28,1,14,3,0,4,1,0,16,16,6.75
2018,東北楽天ゴールデンイーグルス,,藤平　尚真,14,4,7,0,0,0,1,0,0,0.364,361,81,0.1,65,17,54,1,3,68,6,1,43,40,4.43
2018,東北楽天ゴールデンイーグルス,,古川　侑利,18,4,9,0,0,0,0,0,0,0.308,419,98,,93,11,46,1,1,77,4,0,46,45,4.13
2018,東北楽天ゴールデンイーグルス,*,松井　裕樹,53,5,8,5,11,15,0,0,0,0.385,281,66,0.2,53,4,29,2,3,91,5,0,28,27,3.65
2018,東北楽天ゴールデンイーグルス,,美馬　学,14,2,6,0,0,0,0,0,0,0.25,340,79,,88,12,23,2,3,41,1,0,42,40,4.56
2018,東北楽天ゴールデンイーグルス,*,森　雄大,9,0,0,0,0,0,0,0,0,0,80,19,,17,2,11,0,0,9,1,0,6,5,2.37
2018,東北楽天ゴールデンイーグルス,,森原　康平,17,1,2,0,1,2,0,0,0,0.333,73,17,,18,1,3,1,0,19,1,0,11,11,5.82
2018,北海道日本ハムファイターズ,,新垣　勇人,1,0,0,0,0,0,0,0,0,0,11,2,,4,0,1,0,0,1,0,0,2,2,9
2018,北海道日本ハムファイターズ,,有原　航平,20,8,5,2,1,1,1,0,0,0.615,471,110,0.2,124,17,15,0,5,87,0,0,60,56,4.55
2018,北海道日本ハムファイターズ,,井口　和朋,31,1,1,1,7,8,0,0,0,0.5,129,32,0.2,26,0,9,2,0,28,1,0,11,9,2.48
2018,北海道日本ハムファイターズ,*,石井　裕也,1,0,0,0,1,1,0,0,0,0,1,0,0.1,0,0,0,0,0,0,0,0,0,0,0
2018,北海道日本ハムファイターズ,,石川　直也,52,1,2,19,18,19,0,0,0,0.333,204,48,0.2,44,4,17,1,0,53,1,0,16,14,2.59
2018,北海道日本ハムファイターズ,*,上原　健太,10,4,0,0,0,0,0,0,0,1,158,37,0.1,34,3,11,0,1,24,1,0,15,13,3.13
2018,北海道日本ハムファイターズ,,浦野　博司,36,2,2,7,9,11,0,0,0,0.5,167,41,0.2,33,3,9,2,0,44,1,0,11,10,2.16
2018,北海道日本ハムファイターズ,,上沢　直之,25,11,6,0,0,0,4,3,1,0.647,670,165,0.1,146,15,38,1,5,151,3,0,62,58,3.16
2018,北海道日本ハムファイターズ,,鍵谷　陽平,28,0,0,0,2,2,0,0,0,0,128,27,0.1,33,2,12,0,1,22,1,0,14,13,4.28
2018,北海道日本ハムファイターズ,*,加藤　貴之,26,5,8,0,3,3,0,0,0,0.385,489,113,0.1,127,9,28,0,4,82,3,0,61,57,4.53
2018,北海道日本ハムファイターズ,*,北浦　竜次,1,0,0,0,1,1,0,0,0,0,3,1,,0,0,0,0,0,1,0,0,0,0,0
2018,北海道日本ハムファイターズ,*,公文　克彦,57,2,0,0,11,13,0,0,0,1,226,54,,51,3,14,3,1,52,3,0,15,13,2.17
2018,北海道日本ハムファイターズ,,斎藤　佑樹,3,0,1,0,0,0,0,0,0,0,45,8,0.2,8,2,12,0,2,3,0,0,8,7,7.27
2018,北海道日本ハムファイターズ,,杉浦　稔大,3,2,0,0,0,0,0,0,0,1,47,12,0.2,6,1,3,0,1,11,0,0,4,4,2.84
2018,北海道日本ハムファイターズ,,高梨　裕稔,18,5,7,0,0,0,1,0,0,0.417,459,110,,110,21,28,1,3,78,2,0,61,55,4.5
2018,北海道日本ハムファイターズ,,立田　将太,1,0,0,0,0,0,0,0,0,0,3,1,,0,0,0,0,0,1,0,0,0,0,0
2018,北海道日本ハムファイターズ,,田中　豊樹,8,0,0,0,0,0,0,0,0,0,38,7,0.2,11,1,5,0,0,8,0,0,10,10,11.74
2018,北海道日本ハムファイターズ,,玉井　大翔,40,2,3,0,2,4,0,0,0,0.4,209,48,,48,5,13,1,7,40,2,0,24,22,4.13
2018,北海道日本ハムファイターズ,,トンキン,53,4,4,12,20,24,0,0,0,0.5,226,51,,45,2,23,2,7,33,6,0,24,21,3.71
2018,北海道日本ハムファイターズ,,西村　天裕,26,2,2,1,8,10,0,0,0,0.5,102,23,,21,1,12,2,2,25,1,0,9,9,3.52
2018,北海道日本ハムファイターズ,,白村　明弘,3,0,0,0,0,0,0,0,0,0,23,4,0.2,8,1,1,0,0,4,1,0,6,5,9.64
2018,北海道日本ハムファイターズ,*,藤岡　貴裕,4,0,2,0,0,0,0,0,0,0,45,9,0.2,12,0,8,1,0,6,1,0,7,7,6.52
2018,北海道日本ハムファイターズ,*,堀　瑞輝,10,2,3,1,1,1,0,0,0,0.4,154,35,0.1,33,9,17,0,3,28,2,0,23,23,5.86
2018,北海道日本ハムファイターズ,,マルティネス,25,10,11,0,0,0,3,0,0,0.476,683,161,0.2,168,16,40,3,6,93,3,0,69,63,3.51
2018,北海道日本ハムファイターズ,*,宮台　康平,1,0,0,0,0,0,0,0,0,0,24,4,0.2,4,0,4,0,2,3,1,0,2,2,3.86
2018,北海道日本ハムファイターズ,*,宮西　尚生,55,4,3,0,37,41,0,0,0,0.571,186,45,,29,1,20,3,5,39,0,0,11,9,1.8
2018,北海道日本ハムファイターズ,,村田　透,18,6,3,0,0,1,0,0,0,0.667,319,77,,70,5,18,0,5,45,1,0,32,28,3.27
2018,北海道日本ハムファイターズ,,吉田　侑樹,1,0,1,0,0,0,0,0,0,0,20,3,0.2,6,0,2,0,0,2,1,0,6,3,7.36
2018,北海道日本ハムファイターズ,,ロドリゲス,9,3,2,0,0,0,0,0,0,0.6,165,37,0.2,41,0,12,0,3,23,2,1,23,22,5.26
2018,埼玉西武ライオンズ,,相内　誠,10,0,1,0,0,0,0,0,0,0,67,15,0.2,14,1,7,0,1,12,3,0,6,6,3.45
2018,埼玉西武ライオンズ,,伊藤　翔,16,3,0,0,0,2,0,0,0,1,115,26,0.1,26,1,9,0,1,13,1,0,12,8,2.73
2018,埼玉西武ライオンズ,,今井　達也,15,5,5,0,0,0,1,0,0,0.5,345,78,0.2,74,11,35,0,6,65,4,1,45,42,4.81
2018,埼玉西武ライオンズ,,ウルフ,14,4,4,0,0,0,0,0,0,0.5,290,66,,88,10,18,0,1,40,4,0,42,35,4.77
2018,埼玉西武ライオンズ,*,榎田　大樹,23,11,4,0,0,0,0,0,0,0.733,566,132,0.2,132,14,40,0,14,98,0,0,53,49,3.32
2018,埼玉西武ライオンズ,,大石　達也,10,1,0,0,2,3,0,0,0,1,43,9,,12,2,4,0,1,7,2,0,8,7,7
2018,埼玉西武ライオンズ,*,小川　龍也,15,1,0,0,4,5,0,0,0,1,46,11,0.1,11,0,3,0,1,7,0,0,3,2,1.59
2018,埼玉西武ライオンズ,,カスティーヨ,20,7,4,3,1,3,0,0,0,0.636,330,74,0.1,60,5,45,1,6,51,0,0,38,37,4.48
2018,埼玉西武ライオンズ,*,菊池　雄星,23,14,4,0,0,0,1,0,0,0.778,654,163,0.2,124,16,45,1,4,153,7,0,59,56,3.08
2018,埼玉西武ライオンズ,,郭　俊麟,3,1,0,0,0,0,0,0,0,1,68,15,0.2,17,4,5,0,1,10,0,0,11,11,6.32
2018,埼玉西武ライオンズ,*,小石　博孝,22,1,0,0,0,1,0,0,0,1,115,26,0.1,24,4,15,0,4,10,1,0,12,12,4.1
